101.5,68,68,,3,A-,I,vII,v1,Theme a
103.5,70,70,,1,A-,V65,,,
105,71,71,,1,A-,I,,,
106,71,71,,3,A-,V7,,,
106.5,72,72,,1,A-,I64,,,
107,72,72,,2,A-,V,,,
107.5,72,72,,3,None,None,vII,v1,Theme b
108,73,73,,1,A-,IV,,,
109,73,73,,3,A-,I64,,,
109.5,74,74,,1,A-,viio/V,,,
110,74,74,,2,A-,viio64,,,
110.5,74,74,,3,A-,I6,,,
111,75,75,,1,A-,IV6,,,
111.5,75,75,,2,A-,V65,,,
112,75,75,,3,A-,I,,,
112.5,76,76,,1,A-,viio42/vii,,,
113,76,76,,2,A-,V,,,
113.5,76,76,,3,None,None,vII,v1,Theme a
114,77,77,,1,A-,I,,,
115.5,78,78,,1,A-,V43,,,
117,79,79,,1,A-,I6,,,
118,79,79,,3,A-,V65,,,
118.5,80,80,,1,A-,I,,,
119,80,80,,2,A-,V,,,
119.5,80,80,,3,None,None,vII,v1,Theme b
120,81,81,,1,A-,IV6,,,
121,81,81,,3,A-,I64,,,
121.5,82,82,,1,A-,viio/V,,,
122,82,82,,2,A-,viio64,,,
122.5,82,82,,3,A-,I6,,,
123,83,83,,1,A-,I64,,,
124,83,83,,3,A-,V7,,,
124.5,84,84,,1,A-,I,,,
125.5,84,84,,3,None,None,vII,v2,Theme c
126,85,85,,1,A-,V65/ii,,,
127.5,86,86,,1,A-,ii,,,
128.5,86,86,,3,None,None,vII,v2,Theme c
129,87,87,,1,A-,V65,,,
130.5,88,88,,1,A-,I,,,
131.5,88,88,,3,None,None,vII,v2,Theme c'
132,89,89,,1,A-,I6,,,
132.5,89,89,,2,A-,viio7/ii,,,
133,89,89,,3,A-,viio64,,,
133.5,90,90,,1,A-,vi6,,,
134,90,90,,2,A-,V6/vi,,,
134.5,90,90,,3,A-,vi,,,
135,91,91,,1,E-,I64,,,
136,91,91,,3,E-,viio7/vi,,,
136.5,92,92,,1,E-,vi,,,
137.5,92,92,,3,E-,vii¿7/V,,,
138,93,93,,1,E-,I64,,,
139,93,93,,3,E-,V7,,,
139.5,94,94,,1,E-,I,,,
140,94,94,,2,A-,viio6/V,,,
141,95,95,,1,A-,I,vII,v3,Theme a
142.5,96,96,,1,A-,V65,,,
144,97,97,,1,A-,I,,,
145,97,97,,3,A-,V7,,,
145.5,98,98,,1,A-,I6,,,
146,98,98,,2,A-,V,,,
146.5,98,98,,3,None,None,vII,v3,Theme b
147,99,99,,1,A-,IV,,,
148,99,99,,3,A-,I64,,,
148.5,100,100,,1,A-,viio/V,,,
149,100,100,,2,A-,viio64,,,
149.5,100,100,,3,A-,I6,,,
150,101,101,,1,A-,I64,,,
151,101,101,,3,A-,V7,,,
151.5,102,102,,1,A-,I,,,
152.5,102,102,,3,a-,i,vIII,v1,Theme a
154.5,104,104,,1,a-,viio6,,,
156,105,105,,1,a-,i6,,,
157.5,106,106,,1,a-,N6,,,
159,107,107,,1,a-,viio65/iv,,,
160.5,108,108,,1,a-,iv6,,,
162,109,109,,1,a-,viio65/V,,,
163.5,110,110,,1,a-,V,,,
164.5,110,110,,3,None,None,vIII,v1,Theme a
165,111,111,,1,a-,i,,,
166.5,112,112,,1,a-,viio6,,,
168,113,113,,1,a-,i6,,,
169.5,114,114,,1,a-,N6,,,
171,115,115,,1,a-,viio65/iv,,,
172.5,116,116,,1,a-,iv6,,,
173.5,116,116,,3,a-,viio65/V,,,
174,117,117,,1,a-,i64,,,
175,117,117,,3,a-,V,,,
175.5,118,118,,1,a-,i,,,
176.5,118,118,,3,a-,viio64/VI,vIII,v2,Theme c
177.5,119,119,,2,a-,V7/iv,,,
178.5,120,120,,1,a-,iio64,,,
179.5,120,120,,3,None,None,vIII,v2,Theme c
180,121,121,,1,a-,V7,,,
181.5,122,122,,1,a-,i,,,
182.5,122,122,,3,None,None,vIII,v2,Theme c'
183,123,123,,1,a-,V65/V,,,
184.5,124,124,,1,a-,V,,,
186,125,125,,1,e-,i64,,,
187,125,125,,3,e-,V,,,
187.5,126,126,,1,e-,vi,,,
188.5,126,126,,3,e-,V6/V,,,
189,127,127,,1,e-,i64,,,
190,127,127,,3,e-,V,,,
190.5,128,128,,1,e-,i,,,
191,128,128,,2,a-,V43,,,
192,129,129,,1,a-,i,vIII,v3,Theme a
193.5,130,130,,1,a-,viio6,,,
195,131,131,,1,a-,i6,,,
196.5,132,132,,1,a-,N6,,,
198,133,133,,1,a-,viio65/iv,,,
199.5,134,134,,1,a-,iv6,,,
200.5,134,134,,3,a-,viio65/V,,,
201,135,135,,1,a-,i64,,,
202,135,135,,3,a-,V,,,
202.5,136,136,,1,a-,i,,,
203.5,136,136,,3,A-,I,vIV,v1,Theme a
205.5,138,138,,1,A-,viio6,,,
207,139,139,,1,A-,I6,,,
208.5,140,140,,1,A-,vii¿7/V,,,
209,140,140,,2,A-,V,,,
209.5,140,140,,3,A-,IV6,vIV,v1,Theme b
210,141,141,,1,A-,viio7,,,
210.5,141,141,,2,A-,I,,,
211,141,141,,3,A-,viio/V,,,
211.5,142,142,,1,A-,V42,,,
212,142,142,,2,A-,I6,,,
212.5,142,142,,3,A-,viio65/V,,,
213,143,143,,1,A-,viio7,,,
213.5,143,143,,2,A-,I,,,
214,143,143,,3,A-,viio7/V,,,
214.5,144,144,,1,A-,V,,,
215.5,144,144,,3,None,None,vIV,v1,Theme a
216,145,145,,1,A-,I,,,
217.5,146,146,,1,A-,viio6,,,
219,147,147,,1,A-,I6,,,
220.5,148,148,,1,A-,vii=7/V,,,
221,148,148,,2,A-,V,,,
221.5,148,148,,3,A-,IV6,vIV,v1,Theme b
222,149,149,,1,A-,viio7,,,
222.5,149,149,,2,A-,I,,,
223,149,149,,3,A-,viio/V,,,
223.5,150,150,,1,A-,V42,,,
224,150,150,,2,A-,I6,,,
224.5,150,150,,3,A-,viio65/V,,,
225,151,151,,1,A-,I64,,,
226,151,151,,3,A-,V7,,,
226.5,152,152,,1,A-,I,,,
227.5,152,152,,3,b-,VI6,vIV,v2,Theme c
228,153,153,,1,b-,V6,,,
229,153,153,,3,b-,V65,,,
229.5,154,154,,1,b-,i,,,
230.5,154,154,,3,a-,VI6,vIV,v2,Theme c
231,155,155,,1,a-,V6,,,
232,155,155,,3,a-,V65,,,
232.5,156,156,,1,a-,V/iv,,,
233.5,156,156,,3,f,i6,vIV,v2,Theme c
234,157,157,,1,f,V7/V,,,
235,157,157,,3,f,V7,,,
235.5,158,158,,1,f,V/iv,,,
236.5,158,158,,3,E-,V6/V,vIV,v2,Theme c
237,159,159,,1,E-,I64,,,
238,159,159,,3,E-,viio7/vi,,,
238.5,160,160,,1,E-,vi,,,
239.5,160,160,,3,E-,V6/V,vIV,v2,Theme c
240,161,161,,1,E-,I64,,,
241,161,161,,3,E-,V7,,,
241.5,162,162,,1,E-,I,,,
242,162,162,,2,A-,V43,,,
243,163,163,,1,A-,I,vIV,v3,Theme a
244.5,164,164,,1,A-,viio6,,,
246,165,165,,1,A-,I6,,,
247.5,166,166,,1,A-,vii=7/V,,,
248,166,166,,2,A-,V,,,
248.5,166,166,,3,A-,IV6,vIV,v3,Theme b
249,167,167,,1,A-,viio7,,,
249.5,167,167,,2,A-,I,,,
250,167,167,,3,A-,viio/V,,,
250.5,168,168,,1,A-,V42,,,
251,168,168,,2,A-,I6,,,
251.5,168,168,,3,A-,viio65/V,,,
252,169,169,,1,A-,I64,,,
253,169,169,,3,A-,V7,,,
253.5,170,170,,1,A-,I,,,
254.5,170,170,,3,A-,I,vV,v1,Theme a
256.5,172,172,,1,A-,V64,,,
258,173,173,,1,A-,I6,,,
259,173,173,,3,A-,V6,,,
259.5,174,174,,1,A-,I,,,
260,174,174,,2,A-,V,,,
260.5,174,174,,3,A-,v6,vV,v1,Theme b
261,175,175,,1,A-,IV6,,,
262,175,175,,3,A-,I64,,,
262.5,176,176,,1,A-,V65/V,,,
263,176,176,,2,A-,V42,,,
263.5,176,176,,3,A-,I6,,,
264,177,177,,1,A-,viio6/V,,,
264.5,177,177,,2,A-,viio65/vi,,,
265,177,177,,3,A-,I,,,
265.5,178,178,,1,A-,V7,,,
266.5,178,178,,3,None,None,vV,v1,Theme a
267,179,179,,1,A-,I,,,
268.5,180,180,,1,A-,V64,,,
270,181,181,,1,A-,I6,,,
271,181,181,,3,A-,V6,,,
271.5,182,182,,1,A-,I,,,
272,182,182,,2,A-,V,,,
272.5,182,182,,3,A-,v6,vV,v1,Theme b
273,183,183,,1,A-,IV6,,,
274,183,183,,3,A-,I64,,,
274.5,184,184,,1,A-,V65/V,,,
275,184,184,,2,A-,V42,,,
275.5,184,184,,3,A-,I6,,,
276,185,185,,1,A-,I64,,,
277,185,185,,3,A-,V7,,,
277.5,186,186,,1,A-,I,,,
278.5,186,186,,3,None,None,vV,v2,Theme c
279,187,187,,1,A-,V6/ii,,,
279.5,187,187,,2,A-,viio65/vi,,,
280,187,187,,3,A-,vi65,,,
280.5,188,188,,1,A-,ii,,,
282,189,189,,1,A-,V6,vV,v2,Theme c
282.5,189,189,,2,A-,viio6/V,,,
283,189,189,,3,A-,V65,,,
283.5,190,190,,1,A-,I,,,
285,191,191,,1,A-,I6,vV,v2,Theme c
285.5,191,191,,2,A-,viio7/iii,,,
286,191,191,,3,A-,viio43/vi,,,
286.5,192,192,,1,A-,vi6,,,
287,192,192,,2,A-,viio6/vi,,,
287.5,192,192,,3,A-,vi,,,
288,193,193,,1,E-,I64,,,
289,193,193,,3,E-,viio7/vi,,,
289.5,194,194,,1,E-,vi,,,
290.5,194,194,,3,E-,viio43,,,
291,195,195,,1,E-,I64,,,
292,195,195,,3,E-,V7,,,
292.5,196,196,,1,E-,I,,,
293,196,196,,2,A-,viio6/V,,,
293.5,196,196,,3,A-,V7,,,
294,197,197,,1,A-,I,vV,v3,Theme a
295.5,198,198,,1,A-,V64,,,
297,199,199,,1,A-,I6,,,
298,199,199,,3,A-,V6,,,
298.5,200,200,,1,A-,I,,,
299,200,200,,2,A-,V,,,
299.5,200,200,,3,A-,v6,vV,v3,Theme b
300,201,201,,1,A-,IV6,,,
301,201,201,,3,A-,I64,,,
301.5,202,202,,1,A-,V65/V,,,
302,202,202,,2,A-,V42,,,
302.5,202,202,,3,A-,I6,,,
303,203,203,,1,A-,I64,,,
304,203,203,,3,A-,V7,,,
304.5,204,204,,1,A-,I,,,
306,205,205,,1,None,None,vV,Coda,Theme b
307.5,206,206,,1,A-,V7,,,
310.5,208,208,,1,A-,I,,,
312,209,209,,1,None,None,vV,Coda,Theme b
313.5,210,210,,1,A-,V7,,,
316.5,212,212,,1,A-,I,,,
318,213,213,,1,A-,V7,,,
319.5,214,214,,1,A-,I,,,
321,215,215,,1,A-,V7,,,
322.5,216,216,,1,A-,I,,,
