97,45,44,,2,E,viio/ii,P1,A,Theme e'''
98,46,45,,1,E,V43,,,
99,46,45,,2,E,V6,,,
100,47,46,,1,E,V,,,
101,47,46,,2,E,viio/ii,P1,A,Theme e'''
102,48,47,,1,E,V43,,,
103,48,47,,2,E,vi7,,,
104,49,48,,1,E,V6,,,
105,49,48,,2,E,I,P1,A,Theme a
106,50,49,,1,E,V6,,,
107,50,49,,2,E,vi,,,
108,51,50,,1,E,iii6,,,
109,51,50,,2,E,IV,,,
110,52,51,,1,E,I6,,,
111,52,51,,2,E,V7,,,
112,53,52,,1,E,I,,,
113,53,52,,2,None,None,P1,A,Theme a'
114,54,53,,1,E,V6,,,
115,54,53,,2,E,V43/V,,,
116,55,54,,1,E,V,,,
117,55,54,,2,E,IV,,,
118,56,55,,1,E,I6,,,
119,56,55,,2,E,V43,,,
120,57,56,,1,E,I,,,
121,57,56,,2,E,IV,,,
122,58,57,,1,E,I64,,,
123,58,57,,2,E,V,,,
124,59,58,,1,f,viio42,P2,B,Theme b
125.5,59,58,,2.5,f,viio7,,,
126,59,58,,3,f,i,,,
126.25,59,58,,3.25,None,None,P2,B,Theme b
127,60,59,,1,f,i6,,,
128.5,60,59,,2.5,E,viio7,,,
129,60,59,,3,E,I,,,
129.25,60,59,,3.25,None,None,P2,B,Theme b'
130,61,60,,1,E,I6,,,
130.5,61,60,,1.5,E,IV6,,,
131,61,60,,2,E,I64,,,
132,61,60,,3,E,V,,,
132.25,61,60,,3.25,E,viio43/ii,,,
132.5,61,60,,3.5,E,viio7/iv,,,
133,62,61,,1,C,V7,P2,B,Theme c''
136,63,62,,1,C,I,P2,B,Theme c'''
138,63,62,,3,E,I6,,,
138.5,63,62,,3.5,None,None,P2,B,Theme d'
139.75,64,63,,1.75,E,IV,,,
140.25,64,63,,2.25,E,I64,,,
144.5,65,64,,3.5,E,V7,,,
145,66,65,,1,E,I,,,
149,67,65a,,2,E,IV,P3,A,Theme a'''
150,68,66,,1,E,I6,,,
151,68,66,,2,E,V43,,,
152,69,67,,1,E,I,,,
153,69,67,,2,E,IV,P3,A,Theme a'''
154,70,68,,1,E,I6,,,
155,70,68,,2,E,V43,,,
156,71,69,,1,E,I,,,
157,71,69,,2,E,V,P3,A,Theme e
158,72,70,,1,E,I64,,,
159,72,70,,2,E,V7,,,
160,73,71,,1,E,I64,,,
161,73,71,,2,E,V6,P3,A,Theme e
162,74,72,,1,E,I,,,
163,74,72,,2,E,V43,,,
164,75,73,,1,E,I6,,,
165,75,73,,2,E,V7,P3,A,Theme e
166,76,74,,1,E,I64,,,
167,76,74,,2,E,V7,,,
169,77,75,,2,None,None,P3,A,Theme f
171,78,76,,2,E,I64,,,
173,79,77,,2,E,viio7/vi,,,
174,80,78,,1,E,vi,,,
175,80,78,,2,E,IV6,,,
176,81,79,,1,E,ii6,,,
177,81,79,,2,E,viio42/ii,,,
178,82,80,,1,E,ii6,,,
179,82,80,,2,E,viio42/ii,,,
180,83,81,,1,E,ii6,,,
181,83,81,,2,E,V6/V,,,
182,84,82,,1,E,I64,,,
183,84,82,,2,E,viio42,,,
184,85,83,,1,E,I64,,,
185,85,83,,2,E,viio43,,,
186,86,84,,1,E,I6,,,
187,86,84,,2,E,V/V,,,
188,87,85,,1,E,V7,,,
190,88,86,,1,E,I,P3,Coda,Theme g
191,88,86,,2,E,iv64,,,
192,89,87,,1,E,viio7,,,
193,89,87,,2,E,I,,,
194,90,88,,1,E,viio42,,,
195,90,88,,2,E,I,,,
196,91,89,,1,E,iv64,,,
197,91,89,,2,E,V65,,,
198,92,90,,1,E,vi6,P3,Coda,Theme g'
199,92,90,,2,E,I,,,
200,93,91,,1,E,viio7,,,
201,93,91,,2,E,V65,,,
202,94,92,,1,E,vi6,P3,Coda,Theme g''
203,94,92,,2,E,I,,,
204,95,93,,1,E,V65,,,
205,95,93,,2,E,I,,,
206,96,94,,1,E,vi6,P3,Coda,Theme g''
207,96,94,,2,E,I,,,
208,97,95,,1,E,V65,,,
209,97,95,,2,E,I,,,
210,98,96,,1,E,vi6,P3,Coda,Theme g'''
211,98,96,,2,E,I,,,
212,99,97,,1,E,vi6,,,
213,99,97,,2,E,I,,,
