245.75,82,82,,3.75,A-,V42,,,
246,83,83,,1,A-,I6,,,
247,83,83,,2,A-,V42,,,
248,83,83,,3,A-,I6,,,
248.25,83,83,,3.25,A-,V7/V,,,
248.5,83,83,,3.5,A-,I6,,,
248.75,83,83,,3.75,A-,V7/V,,,
249,84,84,,1,A-,I6,,,
250,84,84,,2,A-,V7/V,,,
251,84,84,,3,A-,V42/V,,,
252,85,85,,1,A-,V6,,,
253,85,85,,2,A-,V43/V,,,
254,85,85,,3,A-,V,,,
255,86,86,,1,A-,V42,,,
257,86,86,,3,A-,V,,,
258,87,87,,1,A-,I,Recapitulation,Second Subject Group,Theme g
261,88,88,,1,A-,I6,,,
267,90,90,,1,A-,ii65,,,
269,90,90,,3,A-,V,,,
270,91,91,,1,A-,viio65/V,,,
271,91,91,,2,A-,viio7,,,
272,91,91,,3,A-,I,,,
273,92,92,,1,A-,IV,,,
275,92,92,,3,A-,V,,,
276,93,93,,1,A-,I,Recapitulation,Coda,Theme h
278,93,93,,3,A-,V7,,,
279,94,94,,1,A-,I,,,
281,94,94,,3,A-,V7,,,
282,95,95,,1,A-,I,,,
288,97,97,,1,A-,V43/V,Recapitulation,Coda,Theme h'
291,98,98,,1,A-,V,,,
294,99,99,,1,A-,V43/V,,,
297,100,100,,1,A-,V,,,
298,100,100,,2,A-,V42,,,
300.5,101,101,,1.5,A-,I6,,,
303.5,102,102,,1.5,A-,viio7/vi,,,
306.5,103,103,,1.5,A-,vi,,,
309.5,104,104,,1.5,A-,V,,,
312,105,105,,1,A-,I,Recapitulation,Coda,Theme d''
315,106,106,,1,A-,V43,,,
318,107,107,,1,A-,I6,,,
321,108,108,,1,A-,V65,,,
324,109,109,,1,A-,I,,,
325,109,109,,2,A-,IV6,,,
326,109,109,,3,A-,I6,,,
327,110,110,,1,A-,IV,,,
328,110,110,,2,A-,V43,,,
329,110,110,,3,A-,I6,,,
330,111,111,,1,A-,IV,Recapitulation,Coda,Theme k
332,111,111,,3,A-,V,,,
333,112,112,,1,A-,I6,,,
336,113,113,,1,A-,IV7,,,
338,113,113,,3,A-,V,,,
339,114,114,,1,A-,I,,,
340,114,114,,2,A-,IV6,,,
341,114,114,,3,A-,V7,,,
344,115,115,,3,A-,I,,,
